Product,Channel,sales_date,sales
Product A,Channel 2,1/10/24,1253
Product A,Channel 2,1/11/24,1181
Product A,Channel 2,1/12/24,1222
Product A,Channel 2,1/13/24,237
Product A,Channel 2,1/14/24,121
Product A,Channel 2,1/15/24,1213
Product A,Channel 2,1/16/24,1189
Product A,Channel 2,1/17/24,1281
Product A,Channel 2,1/18/24,1236
Product A,Channel 2,1/19/24,1240
Product A,Channel 2,1/20/24,233
Product A,Channel 2,1/21/24,134
Product A,Channel 2,1/22/24,1183
Product A,Channel 2,1/23/24,1270
Product A,Channel 2,1/24/24,1153
Product A,Channel 2,1/25/24,1317
Product A,Channel 2,1/26/24,1224
Product A,Channel 2,1/27/24,248
Product A,Channel 2,1/28/24,117
Product A,Channel 2,1/29/24,1152
Product A,Channel 2,1/30/24,1208
Product A,Channel 2,1/31/24,1149
Product A,Channel 2,2/1/24,1458
Product A,Channel 2,2/2/24,1306
Product A,Channel 2,2/3/24,266
Product A,Channel 2,2/4/24,144
Product A,Channel 2,2/5/24,1359
Product A,Channel 2,2/6/24,1313
Product A,Channel 2,2/7/24,1430
Product A,Channel 2,2/8/24,1394
Product A,Channel 2,2/9/24,1443
Product A,Channel 2,2/10/24,268
Product A,Channel 2,2/11/24,146
Product A,Channel 2,2/12/24,1399
Product A,Channel 2,2/13/24,1418
Product A,Channel 2,2/14/24,1426
Product A,Channel 2,2/15/24,1345
Product A,Channel 2,2/16/24,1358
Product A,Channel 2,2/17/24,279
Product A,Channel 2,2/18/24,123
Product A,Channel 2,2/19/24,1442
Product A,Channel 2,2/20/24,1378
Product A,Channel 2,2/21/24,1328
Product A,Channel 2,2/22/24,1469
Product A,Channel 2,2/23/24,1437
Product A,Channel 2,2/24/24,278
Product A,Channel 2,2/25/24,130
Product A,Channel 2,2/26/24,1532
Product A,Channel 2,2/27/24,1354
Product A,Channel 2,2/28/24,1450
Product A,Channel 2,2/29/24,1355
Product A,Channel 2,3/1/24,1506
Product A,Channel 2,3/2/24,315
Product A,Channel 2,3/3/24,146
Product A,Channel 2,3/4/24,1582
Product A,Channel 2,3/5/24,1550
Product A,Channel 2,3/6/24,1471
Product A,Channel 2,3/7/24,1533
Product A,Channel 2,3/8/24,1592
Product A,Channel 2,3/9/24,294
Product A,Channel 2,3/10/24,157
Product A,Channel 2,3/11/24,1517
Product A,Channel 2,3/12/24,1503
Product A,Channel 2,3/13/24,1529
Product A,Channel 2,3/14/24,1643
Product A,Channel 2,3/15/24,1558
Product A,Channel 2,3/16/24,309
Product A,Channel 2,3/17/24,153
Product A,Channel 2,3/18/24,1600
Product A,Channel 2,3/19/24,1522
Product A,Channel 2,3/20/24,1517
Product A,Channel 2,3/21/24,1682
Product A,Channel 2,3/22/24,1622
Product A,Channel 2,3/23/24,306
Product A,Channel 2,3/24/24,161
Product A,Channel 2,3/25/24,1531
Product A,Channel 2,3/26/24,1621
Product A,Channel 2,3/27/24,1545
Product A,Channel 2,3/28/24,1580
Product A,Channel 2,3/29/24,1578
Product A,Channel 2,3/30/24,306
Product A,Channel 2,3/31/24,158
Product B,Channel 1,1/1/19,434
Product B,Channel 1,1/2/19,420
Product B,Channel 1,1/3/19,455
Product B,Channel 1,1/4/19,443
Product B,Channel 1,1/5/19,82
Product B,Channel 1,1/6/19,42
Product B,Channel 1,1/7/19,449
Product B,Channel 1,1/8/19,404
Product B,Channel 1,1/9/19,415
Product B,Channel 1,1/10/19,420
Product B,Channel 1,1/11/19,422
Product B,Channel 1,1/12/19,86
Product B,Channel 1,1/13/19,45
Product B,Channel 1,1/14/19,422
Product B,Channel 1,1/15/19,436
Product B,Channel 1,1/16/19,438
Product B,Channel 1,1/17/19,458
Product B,Channel 1,1/18/19,439
Product B,Channel 1,1/19/19,89
Product B,Channel 1,1/20/19,46
Product B,Channel 1,1/21/19,454
Product B,Channel 1,1/22/19,453
Product B,Channel 1,1/23/19,434
Product B,Channel 1,1/24/19,470
Product B,Channel 1,1/25/19,461
Product B,Channel 1,1/26/19,89
Product B,Channel 1,1/27/19,44
Product B,Channel 1,1/28/19,457
Product B,Channel 1,1/29/19,454
Product B,Channel 1,1/30/19,456
Product B,Channel 1,1/31/19,437
Product B,Channel 1,2/1/19,496
Product B,Channel 1,2/2/19,101
Product B,Channel 1,2/3/19,51
Product B,Channel 1,2/4/19,524
Product B,Channel 1,2/5/19,522
Product B,Channel 1,2/6/19,515
Product B,Channel 1,2/7/19,524
Product B,Channel 1,2/8/19,523
Product B,Channel 1,2/9/19,104
Product B,Channel 1,2/10/19,50
Product B,Channel 1,2/11/19,531
Product B,Channel 1,2/12/19,512
Product B,Channel 1,2/13/19,562
Product B,Channel 1,2/14/19,523
Product B,Channel 1,2/15/19,520
Product B,Channel 1,2/16/19,107
Product B,Channel 1,2/17/19,52
Product B,Channel 1,2/18/19,528
Product B,Channel 1,2/19/19,548
Product B,Channel 1,2/20/19,544
Product B,Channel 1,2/21/19,555
Product B,Channel 1,2/22/19,514
Product B,Channel 1,2/23/19,97
Product B,Channel 1,2/24/19,50
Product B,Channel 1,2/25/19,524
Product B,Channel 1,2/26/19,554
Product B,Channel 1,2/27/19,549
Product B,Channel 1,2/28/19,560
Product B,Channel 1,3/1/19,615
Product B,Channel 1,3/2/19,113
Product B,Channel 1,3/3/19,58
Product B,Channel 1,3/4/19,604
Product B,Channel 1,3/5/19,610
Product B,Channel 1,3/6/19,607
Product B,Channel 1,3/7/19,602
Product B,Channel 1,3/8/19,595
Product B,Channel 1,3/9/19,118
Product B,Channel 1,3/10/19,57
Product B,Channel 1,3/11/19,583
Product B,Channel 1,3/12/19,633
Product B,Channel 1,3/13/19,621
Product B,Channel 1,3/14/19,625
Product B,Channel 1,3/15/19,586
Product B,Channel 1,3/16/19,119
Product B,Channel 1,3/17/19,59
Product B,Channel 1,3/18/19,578
Product B,Channel 1,3/19/19,622
Product B,Channel 1,3/20/19,634
Product B,Channel 1,3/21/19,595
Product B,Channel 1,3/22/19,612
Product B,Channel 1,3/23/19,124
Product B,Channel 1,3/24/19,60
Product B,Channel 1,3/25/19,561
Product B,Channel 1,3/26/19,626
Product B,Channel 1,3/27/19,644
Product B,Channel 1,3/28/19,662
Product B,Channel 1,3/29/19,641
Product B,Channel 1,3/30/19,122
Product B,Channel 1,3/31/19,65
Product B,Channel 1,4/1/19,673
Product B,Channel 1,4/2/19,695
Product B,Channel 1,4/3/19,704
Product B,Channel 1,4/4/19,700
Product B,Channel 1,4/5/19,656
Product B,Channel 1,4/6/19,132
Product B,Channel 1,4/7/19,70
Product B,Channel 1,4/8/19,701
Product B,Channel 1,4/9/19,682
Product B,Channel 1,4/10/19,709
Product B,Channel 1,4/11/19,738
Product B,Channel 1,4/12/19,696
Product B,Channel 1,4/13/19,131
Product B,Channel 1,4/14/19,69
Product B,Channel 1,4/15/19,711
Product B,Channel 1,4/16/19,731
Product B,Channel 1,4/17/19,690
Product B,Channel 1,4/18/19,722
Product B,Channel 1,4/19/19,691
Product B,Channel 1,4/20/19,146
Product B,Channel 1,4/21/19,72
Product B,Channel 1,4/22/19,707
Product B,Channel 1,4/23/19,745
Product B,Channel 1,4/24/19,723
Product B,Channel 1,4/25/19,739
Product B,Channel 1,4/26/19,715
Product B,Channel 1,4/27/19,144
Product B,Channel 1,4/28/19,72
Product B,Channel 1,4/29/19,722
Product B,Channel 1,4/30/19,734
Product B,Channel 1,5/1/19,814
Product B,Channel 1,5/2/19,810
Product B,Channel 1,5/3/19,812
Product B,Channel 1,5/4/19,157
Product B,Channel 1,5/5/19,85
Product B,Channel 1,5/6/19,799
Product B,Channel 1,5/7/19,777
Product B,Channel 1,5/8/19,821
Product B,Channel 1,5/9/19,847
Product B,Channel 1,5/10/19,779
Product B,Channel 1,5/11/19,165
Product B,Channel 1,5/12/19,81
Product B,Channel 1,5/13/19,824
Product B,Channel 1,5/14/19,818
Product B,Channel 1,5/15/19,847
Product B,Channel 1,5/16/19,849
Product B,Channel 1,5/17/19,820
Product B,Channel 1,5/18/19,165
Product B,Channel 1,5/19/19,71
Product B,Channel 1,5/20/19,817
Product B,Channel 1,5/21/19,758
Product B,Channel 1,5/22/19,831
Product B,Channel 1,5/23/19,763
Product B,Channel 1,5/24/19,781
Product B,Channel 1,5/25/19,153
Product B,Channel 1,5/26/19,83
Product B,Channel 1,5/27/19,842
Product B,Channel 1,5/28/19,859
Product B,Channel 1,5/29/19,868
Product B,Channel 1,5/30/19,856
Product B,Channel 1,5/31/19,759
Product B,Channel 1,6/1/19,178
Product B,Channel 1,6/2/19,91
Product B,Channel 1,6/3/19,924
Product B,Channel 1,6/4/19,913
Product B,Channel 1,6/5/19,943
Product B,Channel 1,6/6/19,930
Product B,Channel 1,6/7/19,942
Product B,Channel 1,6/8/19,186
Product B,Channel 1,6/9/19,93
Product B,Channel 1,6/10/19,930
Product B,Channel 1,6/11/19,858
Product B,Channel 1,6/12/19,965
Product B,Channel 1,6/13/19,977
Product B,Channel 1,6/14/19,914
Product B,Channel 1,6/15/19,182
Product B,Channel 1,6/16/19,93
Product B,Channel 1,6/17/19,876
Product B,Channel 1,6/18/19,923
Product B,Channel 1,6/19/19,916
Product B,Channel 1,6/20/19,985
Product B,Channel 1,6/21/19,974
Product B,Channel 1,6/22/19,179
Product B,Channel 1,6/23/19,93
Product B,Channel 1,6/24/19,884
Product B,Channel 1,6/25/19,973
Product B,Channel 1,6/26/19,952
Product B,Channel 1,6/27/19,972
Product B,Channel 1,6/28/19,919
Product B,Channel 1,6/29/19,180
Product B,Channel 1,6/30/19,97
Product B,Channel 1,7/1/19,887
Product B,Channel 1,7/2/19,831
Product B,Channel 1,7/3/19,917
Product B,Channel 1,7/4/19,924
Product B,Channel 1,7/5/19,860
Product B,Channel 1,7/6/19,169
Product B,Channel 1,7/7/19,83
Product B,Channel 1,7/8/19,866
Product B,Channel 1,7/9/19,838
Product B,Channel 1,7/10/19,902
Product B,Channel 1,7/11/19,910
Product B,Channel 1,7/12/19,893
Product B,Channel 1,7/13/19,174
Product B,Channel 1,7/14/19,91
Product B,Channel 1,7/15/19,888
Product B,Channel 1,7/16/19,907
Product B,Channel 1,7/17/19,880
Product B,Channel 1,7/18/19,882
Product B,Channel 1,7/19/19,910
Product B,Channel 1,7/20/19,167
Product B,Channel 1,7/21/19,86
Product B,Channel 1,7/22/19,887
Product B,Channel 1,7/23/19,907
Product B,Channel 1,7/24/19,948
Product B,Channel 1,7/25/19,969
Product B,Channel 1,7/26/19,938
Product B,Channel 1,7/27/19,177
Product B,Channel 1,7/28/19,90
Product B,Channel 1,7/29/19,902
Product B,Channel 1,7/30/19,892
Product B,Channel 1,7/31/19,923
Product B,Channel 1,8/1/19,879
Product B,Channel 1,8/2/19,821
Product B,Channel 1,8/3/19,169
Product B,Channel 1,8/4/19,82
Product B,Channel 1,8/5/19,845
Product B,Channel 1,8/6/19,845
Product B,Channel 1,8/7/19,875
Product B,Channel 1,8/8/19,847
Product B,Channel 1,8/9/19,722
Product B,Channel 1,8/10/19,168
Product B,Channel 1,8/11/19,84
Product B,Channel 1,8/12/19,859
Product B,Channel 1,8/13/19,827
Product B,Channel 1,8/14/19,860
Product B,Channel 1,8/15/19,860
Product B,Channel 1,8/16/19,865
Product B,Channel 1,8/17/19,173
Product B,Channel 1,8/18/19,86
Product B,Channel 1,8/19/19,879
Product B,Channel 1,8/20/19,874
Product B,Channel 1,8/21/19,831
Product B,Channel 1,8/22/19,846
Product B,Channel 1,8/23/19,805
Product B,Channel 1,8/24/19,168
Product B,Channel 1,8/25/19,83
Product B,Channel 1,8/26/19,875
Product B,Channel 1,8/27/19,883
Product B,Channel 1,8/28/19,866
Product B,Channel 1,8/29/19,837
Product B,Channel 1,8/30/19,877
Product B,Channel 1,8/31/19,176
Product B,Channel 1,9/1/19,78
Product B,Channel 1,9/2/19,792
Product B,Channel 1,9/3/19,814
Product B,Channel 1,9/4/19,810
Product B,Channel 1,9/5/19,827
Product B,Channel 1,9/6/19,783
Product B,Channel 1,9/7/19,148
Product B,Channel 1,9/8/19,82
Product B,Channel 1,9/9/19,803
Product B,Channel 1,9/10/19,830
Product B,Channel 1,9/11/19,850
Product B,Channel 1,9/12/19,791
Product B,Channel 1,9/13/19,793
Product B,Channel 1,9/14/19,141
Product B,Channel 1,9/15/19,79
Product B,Channel 1,9/16/19,744
Product B,Channel 1,9/17/19,840
Product B,Channel 1,9/18/19,828
Product B,Channel 1,9/19/19,821
Product B,Channel 1,9/20/19,811
Product B,Channel 1,9/21/19,155
Product B,Channel 1,9/22/19,80
Product B,Channel 1,9/23/19,833
Product B,Channel 1,9/24/19,792
Product B,Channel 1,9/25/19,771
Product B,Channel 1,9/26/19,854
Product B,Channel 1,9/27/19,803
Product B,Channel 1,9/28/19,160
Product B,Channel 1,9/29/19,84
Product B,Channel 1,9/30/19,827
Product B,Channel 1,10/1/19,1262
Product B,Channel 1,10/2/19,1290
Product B,Channel 1,10/3/19,1287
Product B,Channel 1,10/4/19,1273
Product B,Channel 1,10/5/19,228
Product B,Channel 1,10/6/19,121
Product B,Channel 1,10/7/19,1249
Product B,Channel 1,10/8/19,1257
Product B,Channel 1,10/9/19,1168
Product B,Channel 1,10/10/19,1298
Product B,Channel 1,10/11/19,1263
Product B,Channel 1,10/12/19,249
Product B,Channel 1,10/13/19,126
Product B,Channel 1,10/14/19,1305
Product B,Channel 1,10/15/19,1309
Product B,Channel 1,10/16/19,1278
Product B,Channel 1,10/17/19,1309
Product B,Channel 1,10/18/19,1313
Product B,Channel 1,10/19/19,243
Product B,Channel 1,10/20/19,124
Product B,Channel 1,10/21/19,1279
Product B,Channel 1,10/22/19,1291
Product B,Channel 1,10/23/19,1316
Product B,Channel 1,10/24/19,1315
Product B,Channel 1,10/25/19,1306
Product B,Channel 1,10/26/19,234
Product B,Channel 1,10/27/19,133
Product B,Channel 1,10/28/19,1314
Product B,Channel 1,10/29/19,1364
Product B,Channel 1,10/30/19,1264
Product B,Channel 1,10/31/19,1332
Product B,Channel 1,11/1/19,2065
Product B,Channel 1,11/2/19,405
Product B,Channel 1,11/3/19,221
Product B,Channel 1,11/4/19,2198
Product B,Channel 1,11/5/19,2177
Product B,Channel 1,11/6/19,2138
Product B,Channel 1,11/7/19,2225
Product B,Channel 1,11/8/19,1973
Product B,Channel 1,11/9/19,449
Product B,Channel 1,11/10/19,215
Product B,Channel 1,11/11/19,2258
Product B,Channel 1,11/12/19,2278
Product B,Channel 1,11/13/19,2300
Product B,Channel 1,11/14/19,2251
Product B,Channel 1,11/15/19,2241
Product B,Channel 1,11/16/19,446
Product B,Channel 1,11/17/19,211
Product B,Channel 1,11/18/19,2192
Product B,Channel 1,11/19/19,2163
Product B,Channel 1,11/20/19,2199
Product B,Channel 1,11/21/19,2170
Product B,Channel 1,11/22/19,2229
Product B,Channel 1,11/23/19,407
Product B,Channel 1,11/24/19,222
Product B,Channel 1,11/25/19,2266
Product B,Channel 1,11/26/19,2056
Product B,Channel 1,11/27/19,2265
Product B,Channel 1,11/28/19,2098
Product B,Channel 1,11/29/19,2201
Product B,Channel 1,11/30/19,463
Product B,Channel 1,12/1/19,187
Product B,Channel 1,12/2/19,1717
Product B,Channel 1,12/3/19,1826
Product B,Channel 1,12/4/19,1769
Product B,Channel 1,12/5/19,1712
Product B,Channel 1,12/6/19,1832
Product B,Channel 1,12/7/19,363
Product B,Channel 1,12/8/19,166
Product B,Channel 1,12/9/19,1854
Product B,Channel 1,12/10/19,1778
Product B,Channel 1,12/11/19,1784
Product B,Channel 1,12/12/19,1869
Product B,Channel 1,12/13/19,1858
Product B,Channel 1,12/14/19,365
Product B,Channel 1,12/15/19,184
Product B,Channel 1,12/16/19,1816
Product B,Channel 1,12/17/19,1877
Product B,Channel 1,12/18/19,1817
Product B,Channel 1,12/19/19,1821
Product B,Channel 1,12/20/19,1868
Product B,Channel 1,12/21/19,378
Product B,Channel 1,12/22/19,182
Product B,Channel 1,12/23/19,1788
Product B,Channel 1,12/24/19,1833
Product B,Channel 1,12/25/19,1793
Product B,Channel 1,12/26/19,1886
Product B,Channel 1,12/27/19,1918
Product B,Channel 1,12/28/19,343
Product B,Channel 1,12/29/19,183
Product B,Channel 1,12/30/19,1826
Product B,Channel 1,12/31/19,1879
Product B,Channel 1,1/1/20,667
Product B,Channel 1,1/2/20,692
Product B,Channel 1,1/3/20,654
Product B,Channel 1,1/4/20,124
Product B,Channel 1,1/5/20,65
Product B,Channel 1,1/6/20,635
Product B,Channel 1,1/7/20,683
Product B,Channel 1,1/8/20,681
Product B,Channel 1,1/9/20,705
Product B,Channel 1,1/10/20,686
Product B,Channel 1,1/11/20,137
Product B,Channel 1,1/12/20,68
Product B,Channel 1,1/13/20,712
Product B,Channel 1,1/14/20,650
Product B,Channel 1,1/15/20,695
Product B,Channel 1,1/16/20,700
Product B,Channel 1,1/17/20,684
Product B,Channel 1,1/18/20,137
Product B,Channel 1,1/19/20,68
Product B,Channel 1,1/20/20,679
Product B,Channel 1,1/21/20,655
Product B,Channel 1,1/22/20,724
Product B,Channel 1,1/23/20,682
Product B,Channel 1,1/24/20,660
Product B,Channel 1,1/25/20,141
Product B,Channel 1,1/26/20,69
Product B,Channel 1,1/27/20,698
Product B,Channel 1,1/28/20,668
Product B,Channel 1,1/29/20,715
Product B,Channel 1,1/30/20,716
Product B,Channel 1,1/31/20,680
Product B,Channel 1,2/1/20,159
Product B,Channel 1,2/2/20,71
Product B,Channel 1,2/3/20,740
Product B,Channel 1,2/4/20,750
Product B,Channel 1,2/5/20,803
Product B,Channel 1,2/6/20,795
Product B,Channel 1,2/7/20,747
Product B,Channel 1,2/8/20,152
Product B,Channel 1,2/9/20,79
Product B,Channel 1,2/10/20,775
Product B,Channel 1,2/11/20,818
Product B,Channel 1,2/12/20,797
Product B,Channel 1,2/13/20,821
Product B,Channel 1,2/14/20,804
Product B,Channel 1,2/15/20,162
Product B,Channel 1,2/16/20,84
Product B,Channel 1,2/17/20,788
Product B,Channel 1,2/18/20,831
Product B,Channel 1,2/19/20,802
Product B,Channel 1,2/20/20,806
Product B,Channel 1,2/21/20,834
Product B,Channel 1,2/22/20,162
Product B,Channel 1,2/23/20,80
Product B,Channel 1,2/24/20,803
Product B,Channel 1,2/25/20,844
Product B,Channel 1,2/26/20,844
Product B,Channel 1,2/27/20,843
Product B,Channel 1,2/28/20,835
Product B,Channel 1,2/29/20,160
Product B,Channel 1,3/1/20,92
Product B,Channel 1,3/2/20,866
Product B,Channel 1,3/3/20,893
Product B,Channel 1,3/4/20,973
Product B,Channel 1,3/5/20,881
Product B,Channel 1,3/6/20,918
Product B,Channel 1,3/7/20,177
Product B,Channel 1,3/8/20,90
Product B,Channel 1,3/9/20,865
Product B,Channel 1,3/10/20,939
Product B,Channel 1,3/11/20,929
Product B,Channel 1,3/12/20,895
Product B,Channel 1,3/13/20,946
Product B,Channel 1,3/14/20,182
Product B,Channel 1,3/15/20,94
Product B,Channel 1,3/16/20,912
Product B,Channel 1,3/17/20,940
Product B,Channel 1,3/18/20,902
Product B,Channel 1,3/19/20,965
Product B,Channel 1,3/20/20,892
Product B,Channel 1,3/21/20,182
Product B,Channel 1,3/22/20,91
Product B,Channel 1,3/23/20,888
Product B,Channel 1,3/24/20,915
Product B,Channel 1,3/25/20,891
Product B,Channel 1,3/26/20,918
Product B,Channel 1,3/27/20,965
Product B,Channel 1,3/28/20,175
Product B,Channel 1,3/29/20,91
Product B,Channel 1,3/30/20,911
Product B,Channel 1,3/31/20,918
Product B,Channel 1,4/1/20,1074
Product B,Channel 1,4/2/20,1004
Product B,Channel 1,4/3/20,1066
Product B,Channel 1,4/4/20,195
Product B,Channel 1,4/5/20,106
Product B,Channel 1,4/6/20,1001
Product B,Channel 1,4/7/20,1082
Product B,Channel 1,4/8/20,1056
Product B,Channel 1,4/9/20,1083
Product B,Channel 1,4/10/20,1080
Product B,Channel 1,4/11/20,201
Product B,Channel 1,4/12/20,104
Product B,Channel 1,4/13/20,1067
Product B,Channel 1,4/14/20,1007
Product B,Channel 1,4/15/20,1108
Product B,Channel 1,4/16/20,1088
Product B,Channel 1,4/17/20,1015
Product B,Channel 1,4/18/20,207
Product B,Channel 1,4/19/20,107
Product B,Channel 1,4/20/20,1097
Product B,Channel 1,4/21/20,1040
Product B,Channel 1,4/22/20,1097
Product B,Channel 1,4/23/20,1027
Product B,Channel 1,4/24/20,1012
Product B,Channel 1,4/25/20,200
Product B,Channel 1,4/26/20,108
Product B,Channel 1,4/27/20,1029
Product B,Channel 1,4/28/20,1061
Product B,Channel 1,4/29/20,1050
Product B,Channel 1,4/30/20,1088
Product B,Channel 1,5/1/20,1100
Product B,Channel 1,5/2/20,214
Product B,Channel 1,5/3/20,114
Product B,Channel 1,5/4/20,1149
Product B,Channel 1,5/5/20,1200
Product B,Channel 1,5/6/20,1128
Product B,Channel 1,5/7/20,1205
Product B,Channel 1,5/8/20,1225
Product B,Channel 1,5/9/20,239
Product B,Channel 1,5/10/20,114
Product B,Channel 1,5/11/20,1181
Product B,Channel 1,5/12/20,1078
Product B,Channel 1,5/13/20,1155
Product B,Channel 1,5/14/20,1183
Product B,Channel 1,5/15/20,1245
Product B,Channel 1,5/16/20,239
Product B,Channel 1,5/17/20,115
Product B,Channel 1,5/18/20,1152
Product B,Channel 1,5/19/20,1200
Product B,Channel 1,5/20/20,1220
Product B,Channel 1,5/21/20,1217
Product B,Channel 1,5/22/20,1223
Product B,Channel 1,5/23/20,241
Product B,Channel 1,5/24/20,115
Product B,Channel 1,5/25/20,1205
Product B,Channel 1,5/26/20,1200
Product B,Channel 1,5/27/20,1210
Product B,Channel 1,5/28/20,1246
Product B,Channel 1,5/29/20,1188
Product B,Channel 1,5/30/20,236
Product B,Channel 1,5/31/20,110
Product B,Channel 1,6/1/20,1175
Product B,Channel 1,6/2/20,1193
Product B,Channel 1,6/3/20,1351
Product B,Channel 1,6/4/20,1302
Product B,Channel 1,6/5/20,1274
Product B,Channel 1,6/6/20,260
Product B,Channel 1,6/7/20,127
Product B,Channel 1,6/8/20,1272
Product B,Channel 1,6/9/20,1265
Product B,Channel 1,6/10/20,1372
Product B,Channel 1,6/11/20,1295
Product B,Channel 1,6/12/20,1328
Product B,Channel 1,6/13/20,270
Product B,Channel 1,6/14/20,127
Product B,Channel 1,6/15/20,1295
Product B,Channel 1,6/16/20,1374
Product B,Channel 1,6/17/20,1395
Product B,Channel 1,6/18/20,1371
Product B,Channel 1,6/19/20,1308
Product B,Channel 1,6/20/20,246
Product B,Channel 1,6/21/20,133
Product B,Channel 1,6/22/20,1261
Product B,Channel 1,6/23/20,1350
Product B,Channel 1,6/24/20,1354
Product B,Channel 1,6/25/20,1381
Product B,Channel 1,6/26/20,1261
Product B,Channel 1,6/27/20,260
Product B,Channel 1,6/28/20,137
Product B,Channel 1,6/29/20,1327
Product B,Channel 1,6/30/20,1290
Product B,Channel 1,7/1/20,1090
Product B,Channel 1,7/2/20,1221
Product B,Channel 1,7/3/20,1133
Product B,Channel 1,7/4/20,238
Product B,Channel 1,7/5/20,112
Product B,Channel 1,7/6/20,1189
Product B,Channel 1,7/7/20,1144
Product B,Channel 1,7/8/20,1219
Product B,Channel 1,7/9/20,1243
Product B,Channel 1,7/10/20,1247
Product B,Channel 1,7/11/20,240
Product B,Channel 1,7/12/20,125
Product B,Channel 1,7/13/20,1250
Product B,Channel 1,7/14/20,1284
Product B,Channel 1,7/15/20,1264
Product B,Channel 1,7/16/20,1321
Product B,Channel 1,7/17/20,1255
Product B,Channel 1,7/18/20,249
Product B,Channel 1,7/19/20,120
Product B,Channel 1,7/20/20,1273
Product B,Channel 1,7/21/20,1277
Product B,Channel 1,7/22/20,1287
Product B,Channel 1,7/23/20,1269
Product B,Channel 1,7/24/20,1272
Product B,Channel 1,7/25/20,250
Product B,Channel 1,7/26/20,119
Product B,Channel 1,7/27/20,1266
Product B,Channel 1,7/28/20,1207
Product B,Channel 1,7/29/20,1312
Product B,Channel 1,7/30/20,1271
Product B,Channel 1,7/31/20,1232
Product B,Channel 1,8/1/20,232
Product B,Channel 1,8/2/20,115
Product B,Channel 1,8/3/20,1179
Product B,Channel 1,8/4/20,1193
Product B,Channel 1,8/5/20,1154
Product B,Channel 1,8/6/20,1215
Product B,Channel 1,8/7/20,1169
Product B,Channel 1,8/8/20,232
Product B,Channel 1,8/9/20,113
Product B,Channel 1,8/10/20,1202
Product B,Channel 1,8/11/20,1136
Product B,Channel 1,8/12/20,1236
Product B,Channel 1,8/13/20,1179
Product B,Channel 1,8/14/20,1133
Product B,Channel 1,8/15/20,219
Product B,Channel 1,8/16/20,108
Product B,Channel 1,8/17/20,1164
Product B,Channel 1,8/18/20,1174
Product B,Channel 1,8/19/20,1195
Product B,Channel 1,8/20/20,1058
Product B,Channel 1,8/21/20,1166
Product B,Channel 1,8/22/20,235
Product B,Channel 1,8/23/20,122
Product B,Channel 1,8/24/20,1203
Product B,Channel 1,8/25/20,1168
Product B,Channel 1,8/26/20,1232
Product B,Channel 1,8/27/20,1221
Product B,Channel 1,8/28/20,1215
Product B,Channel 1,8/29/20,235
Product B,Channel 1,8/30/20,118
Product B,Channel 1,8/31/20,1198
Product B,Channel 1,9/1/20,1118
Product B,Channel 1,9/2/20,1130
Product B,Channel 1,9/3/20,1112
Product B,Channel 1,9/4/20,1080
Product B,Channel 1,9/5/20,203
Product B,Channel 1,9/6/20,104
Product B,Channel 1,9/7/20,1031
Product B,Channel 1,9/8/20,1048
Product B,Channel 1,9/9/20,1055
Product B,Channel 1,9/10/20,1051
Product B,Channel 1,9/11/20,1141
Product B,Channel 1,9/12/20,215
Product B,Channel 1,9/13/20,113
Product B,Channel 1,9/14/20,1048
Product B,Channel 1,9/15/20,1097
Product B,Channel 1,9/16/20,1136
Product B,Channel 1,9/17/20,1088
Product B,Channel 1,9/18/20,1114
Product B,Channel 1,9/19/20,212
Product B,Channel 1,9/20/20,110
Product B,Channel 1,9/21/20,1104
Product B,Channel 1,9/22/20,1024
Product B,Channel 1,9/23/20,1132
Product B,Channel 1,9/24/20,1150
Product B,Channel 1,9/25/20,1007
Product B,Channel 1,9/26/20,221
Product B,Channel 1,9/27/20,110
Product B,Channel 1,9/28/20,1093
Product B,Channel 1,9/29/20,1068
Product B,Channel 1,9/30/20,1119
Product B,Channel 1,10/1/20,1730
Product B,Channel 1,10/2/20,1692
Product B,Channel 1,10/3/20,332
Product B,Channel 1,10/4/20,164
Product B,Channel 1,10/5/20,1615
Product B,Channel 1,10/6/20,1691
Product B,Channel 1,10/7/20,1700
Product B,Channel 1,10/8/20,1647
Product B,Channel 1,10/9/20,1732
Product B,Channel 1,10/10/20,331
Product B,Channel 1,10/11/20,165
Product B,Channel 1,10/12/20,1708
Product B,Channel 1,10/13/20,1701
Product B,Channel 1,10/14/20,1749
Product B,Channel 1,10/15/20,1642
Product B,Channel 1,10/16/20,1736
Product B,Channel 1,10/17/20,340
Product B,Channel 1,10/18/20,176
Product B,Channel 1,10/19/20,1706
Product B,Channel 1,10/20/20,1773
Product B,Channel 1,10/21/20,1740
Product B,Channel 1,10/22/20,1737
Product B,Channel 1,10/23/20,1683
Product B,Channel 1,10/24/20,324
Product B,Channel 1,10/25/20,171
Product B,Channel 1,10/26/20,1530
Product B,Channel 1,10/27/20,1647
Product B,Channel 1,10/28/20,1698
Product B,Channel 1,10/29/20,1711
Product B,Channel 1,10/30/20,1733
Product B,Channel 1,10/31/20,321
Product B,Channel 1,11/1/20,277
Product B,Channel 1,11/2/20,2745
Product B,Channel 1,11/3/20,2884
Product B,Channel 1,11/4/20,2982
Product B,Channel 1,11/5/20,3011
Product B,Channel 1,11/6/20,2922
Product B,Channel 1,11/7/20,567
Product B,Channel 1,11/8/20,282
Product B,Channel 1,11/9/20,2979
